title;desc;url;ingredients;steps;tools
Boswandeling Sgroppino;Een variant op de gewone sgroppino! Erg makkelijk te maken met alleen maar ijs en natuurlijk Boswandeling. Een mooi lichtgroen en feestelijk drankje!;https://cocktailrecepten.com/recept/boswandeling-sgroppino;['50 ml Boswandeling', '2 bol Citroensorbetijs'];['Pak een mixer en een kom of maatbeker waar je de cocktail in kan mixen.', 'Voeg eerst het ijs toe en dan de Boswandeling.', 'Mix goed door elkaar met de staafmixer.', 'Pak een flûte en schenk de cocktail erin.'];['Champagneglas', 'Barmaatje', 'Staafmixer', 'IJsschep', 'Mengkom']
Boswandeling Shake;Een milkshake met Boswandeling eraan toegevoegd, kan het nóg lekkerder?! Dat is pas een traktatie om te drinken! En om de heerlijke smaak van Boswandeling te versterken, zit er ook verse banaan in.;https://cocktailrecepten.com/recept/boswandeling-shake;['1 stuk Banaan', '50 ml Boswandeling', '100 ml Melk', '2 bol Vanille ijs'];['Snijd de banaan in stukken en houd 1 stukje over voor de garnering.', 'Pak een blender en voeg alle ingrediënten toe. Blend it!', 'Pak een mason jar of longdrinkglas en schenk hier de cocktail in.', 'Garneer met het stukje banaan.'];['Longdrinkglas', 'Mason jar', 'Barmaatje', 'Blender']
Boswandeling Split;De Boswandeling Split is een heerlijke shake waarbij de smaken van Boswandeling en het split ijsje gecombineerd zijn! En als je er een toefje slagroom op doet, ziet ie er ook nog eens uit als een split ijsje! Behalve met Boswandeling maak je deze cocktail met sinaasappelsap, split ijsjes en vanille ijs. Lekker voor in de zomer!;https://cocktailrecepten.com/recept/boswandeling-split;['50 ml Boswandeling', '150 ml Sinaasappelsap', '1 bol Vanille ijs', '2 stuk Split ijsje'];['Pak een blender en doe hier alle ingrediënten in. Haal uiteraard wel de stokjes uit de split ijsjes!', 'Mix goed door elkaar.', 'Pak een mason jar en schenk je shake erin! Doe er eventueel een toefje slagroom op en geniet!'];['Longdrinkglas', 'Blender', 'Barmaatje', 'IJsschep']
Bramble;De Bramble is een echt Engelse cocktail en zie je daar dan ook vaak op de menukaart staan onder classic cocktails. De Bramble is een cocktail die we maken met gin, crème de cassis, citroen en een beetje suikersiroop. Het is een fruitige cocktail die erg lekker is om in de lente drinken.;https://cocktailrecepten.com/recept/bramble;['20 ml Citroensap', '10 ml Crème de Cassis', '50 ml Gin', '10 ml Suikersiroop'];['Pak een tumbler en doe hier een paar ijsblokjes in.', 'Voeg de gin, citroensap en de suikersiroop toe. Roer even door. Tip: gebruik vers citroensap!', 'Schenk als laatst de creme de cassis erbij. Garneer met een schijfje citroen.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Citruspers']
Bubblegum;Waarom deze cocktail Bubblegum heet? Ten eerste, vanwege zijn kleur. Ten tweede, vanwege de smaak! Het is een zoete cocktail die we maken met Boswandeling, Flügel en Sprite. Super easy om te maken en je drinkt hem zo weg!;https://cocktailrecepten.com/recept/bubblegum;['40 ml Boswandeling', '60 ml Sprite', '20 ml Flügel'];['Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Schenk de Boswandeling en Flügel erbij en vul aan met de Sprite.', 'Roer een keer door en garneer met een rietje.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Bubbly Pink;De Bubbly Pink is zoals de naam al doet verklappen een sprankelende roze cocktail. Deze cocktail heeft grotendeels dezelfde ingrediënten als een Mojito en als je hem drinkt, proef je die er zeker ook wel in terug!;https://cocktailrecepten.com/recept/bibbly-pink;['60 ml Bruisend water', '15 ml Limoensap', '1 takje Munt', '2 tl Suiker', '50 ml Witte rum', '20 ml Flügel', '2 stuk Aardbeien'];['Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Schenk de witte rum, Flügel, het limoensap en het bruisend water erbij en voeg de suiker toe.', 'Doe het rietje in het glas en roer hiermee je cocktail.', 'Voeg het takje munt toe, snijd 1 aardbei doormidden en voeg toe in het glas, Doe de andere aardbei op de rand van het glas.'];['Longdrinkglas', 'Barmaatje', 'RVS Rietjes', 'Citruspers']
Bullfrog;De Bullfrog, beetje aparte naam voor een cocktail maar hij is goed uit te leggen. Bull komt van de Red Bull die in de cocktail zit en Frog verwijst naar zijn groenachtige kleur! Deze cocktail maken we direct in het glas dus je hebt geen cocktailshaker nodig!;https://cocktailrecepten.com/recept/bullfrog;['20 ml Blue curaçao', '20 ml Gin', '20 ml Rum', '20 ml Vodka', '20 ml Tequila', '150 ml Red bull'];['Pak een beetje wat groter cocktailglas en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe en roer even door.', 'Garneer eventueel met een schijfje citroen.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Caipirinha;De Caipirinha cocktail is een echte klassieker, gemaakt met Cachaça, limoensap en suiker. Vaak wordt de Caipirinha nog gegarneerd met limoenpartjes, ijsblokjes of crushed ice. Een échte verkoelende dorstlesser.;https://cocktailrecepten.com/recept/caipirinha;['50 ml Cachaça', '.5 stuk Limoen', '2 tl Rietsuiker'];['Snijd de limoenen in partjes.', 'Doe de limoenpartjes in een tumbler (klein breed glas) en kneus ze kort met een stamper of achterkant van een lepel. Voeg daarna de rietsuiker toe.', 'Vul de glazen voor de helft met het crushed ice en voeg de cachaca toe. Crushed ice zelf maken? Doe ijsblokjes in de blender of leg ze tussen een theedoek en sla ze met een hamer kapot.', 'Roer het drankje even door en voeg nog wat (crushed) ijs toe.', 'Garneer met een limoen partje. Proost!'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Muddler']
Caipirinha Koffie;De Caipirinha Koffie is eigenlijk letterlijk als de Caipirinha cocktail, maar dan met de toevoeging van koffie! Je maakt dus gewoon een originele Caipirinha en doet hier een espresso bij. Een erg lekkere variatie!;https://cocktailrecepten.com/recept/caipirinha-koffie;['100 ml Cachaça', '50 ml Espresso', '1 partje Limoen', '2 tl Suiker'];['Snijd de limoen in schijfjes en doe in een tumbler glas. Voeg ook de suiker toe.', 'Doe wat ijsblokjes erbij en schenk de cachaça erover. Eventueel kan je ook witte rum gebruiken.', 'Roer even door en voeg de espresso toe.', 'Garneer met koffiebonen en een limoenpartje.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Caipiroska;De Caipiroska is een bekende cocktail en is als een soort broer van de Caipirnha. Beide cocktails maak je met ongeveer dezelfde ingrediënten, alleen in plaats van cachaca maak je dit drankje met vodka.;https://cocktailrecepten.com/recept/caipiroska;['1 stuk Limoen', '1 el Suiker', '60 ml Vodka'];['Snijd de limoen in partjes.', 'Pak een tumbler en doe hier de suiker en gesneden limoen in. Stamp een beetje fijn.', 'Voeg de ijsblokjes toe aan het glas en schenk de vodka erbij. Roer even door en garneer met een partje limoen.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Muddler']
Captain's Widow;De Captain's Widow is een sterke cocktail waar je duidelijk de citroen in terug proeft. Voor de gin liefhebber is dit een lekkere cocktail!;https://cocktailrecepten.com/recept/captains-widow;['30 ml Citroensap', '80 ml Gin', '15 ml Suikersiroop', '30 ml Witte rum'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de gin, rum, de suikersiroop en het citroensap toe. Shake!', 'Vul een longdrinkglas met ijsblokjes.', 'Schenk de cocktail door een strainer in het glas. Garneer met een schijfje citroen.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Caramol Espresso;De Caramol Espresso, een variatie op de Espresso Martini. Het duidelijke verschil, hier zit de heerlijke Caramol in! Een lekkere koffiecocktail met volle karamel-koffiesmaak. Lekker voor na het eten of om in de ochtend goed mee wakker te worden!;https://cocktailrecepten.com/recept/caramol-espresso;['30 ml Espresso', '10 ml Suikersiroop', '20 ml Vodka', '50 ml Caramol'];['Zet een kopje espresso en laat deze afkoelen voordat je de cocktail gaat maken.', 'Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Caramol, vodka, suikersiroop en espresso toe. Shake!', 'Pak een martiniglas en schenk de cocktail door een strainer erin.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Caramule;De Caramule is een heerlijke variant op de welbekende Moscow Mule. Aan deze cocktail is Caramol toegevoegd, wat een smaakvol en zoete likeur is met een karamel smaak. Benieuwd geworden naar deze combinatie? Probeer hem uit!;https://cocktailrecepten.com/recept/caramule;['3 druppel Angostura bitters', '10 ml Citroensap', '200 ml Ginger beer', '50 ml Caramol'];['Pak een koperen mok en doe hier wat ijsblokjes in.', 'Schenk de Caramol in en ook het citroensap.', 'Voeg de ginger beer toe en breng op smaak met de angostura bitters.', 'Roer een keer door en geniet!'];['Koperen mok', 'Barmaatje', 'Barlepel', 'Citruspers']
Caribbean Screwdriver;Een Caribbean Screwdriver is een tropische cocktail die je dan ook het liefst drinkt op een zonnige dag! Hij heeft wel iets meer ingrediënten dan de gewone Screwdriver cocktail maar alsnog zet je deze in een handomdraai op tafel!;https://cocktailrecepten.com/recept/caribbean-screwdriver;['60 ml Ananassap', '30 ml Crème de bananes', '30 ml Malibu', '30 ml Peachtree', '60 ml Sinaasappelsap', '30 ml Witte rum', '30 ml Vloeibare slagroom'];['Pak een cocktailshaker en doe hier ijs in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een hurricane glas en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer erin en garneer met een schijf sinaasappel.'];['Hurricane glas', 'Shaker', 'Barmaatje', 'Strainer']
Caribische Punch;Deze heerlijk fruitige punch is heerlijk om in de zomer maanden met vrienden te delen! We maken hem met fruit uit de diepvries waardoor hij extra koud wordt! Onderstaande ingrediënten zijn gebaseerd op het maken van 1 karaf!;https://cocktailrecepten.com/recept/caribische-punch;['175 ml Ananassap', '37.5 ml Cointreau', '65 ml Donkere rum', '37.5 ml Grenadine', '30 ml Limoensap', '0.25 stuk Sinaasappel', '175 ml Sinaasappelsap', '65 ml Witte rum', '62.5 gr Diepvries ananas', '62.5 gr Diepvries perzik'];['Snijd de sinaasappel in schijven en doe deze in een bowl/kom.', 'Voeg de diepvries ananas en perzik toe en het limoensap.', 'Schenk de witte rum, donkere rum en cointreau erbij. Roer een keer door.', 'Voeg de grenadine en het ananas- en sinaasappelsap toe.', 'Roer een keer door en voeg eventueel wat ijsblokjes toe.'];['Karaf', 'Barmaatje', 'Barlepel', 'Citruspers']
Cava Caramol;De Cava Caramol is met maar 2 ingrediënten een makkelijk drankje om te maken met de heerlijke smaak van Caramol. Drink hem bijvoorbeeld met oud & nieuw als variatie op de normale bubbel die je dan drinkt om het begin van het nieuwe jaar te vieren!;https://cocktailrecepten.com/recept/cava-caramol;['80 ml Cava', '20 ml Caramol'];['Pak een champagneflûte en schenk eerst de Caramol in.', 'Top af met de Cava.'];['Champagneglas', 'Barmaatje']
Cava Cocktail;De Cava Cocktail, een makkelijke, lekkere en bruisende cocktail die het goed doet op elke feestelijke gelegenheid!;https://cocktailrecepten.com/recept/cava-cocktail;['85 ml Cava', '15 ml Licor 43'];['Pak een champagneflûte en schenk hier de Licor 43 in.', 'Vul het glas aan met de cava.'];['Champagneglas', 'Barmaatje']
Chai White Russian;De Chai White Russian, een heerlijke cocktail voor de wat koudere maanden. Je maakt hem met vodka, Licor 43 Baristo, verse slagroom en chai tea siroop. Deze siroop kan je kopen maar je kan hem ook zelf maken! Hiervoor heb je nodig: 4 Chai thee zakjes, 80 ml honing en 250 ml water. Breng het water aan de kook en doe daar vervolgens de theezakjes in. Laat het 10 - 15 minuten trekken. Haal daarna de theezakjes eruit en voeg de honing toe. Breng 3 - 5 minuten aan de kook. Laat dit afkoelen en bewaar het in de koelkast.;https://cocktailrecepten.com/recept/chai-white-russian;['30 ml Chai tea siroop', '40 ml Licor 43 Baristo', '30 ml Vloeibare slagroom', '50 ml Vodka'];['Pak een tumbler, of ander laag glas, en doe hier een paar ijsblokjes in.', 'Schenk de vodka, Licor 43 Baristo en de chai tea siroop erbij. \nChai tea siroop zelf maken? Lees het recept hierboven!', 'Voeg als laatste de verse slagroom toe.', 'Roer door elkaar en strooi er wat kaneelpoeder overheen.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Champagnecocktail;Een bruisende champagnecocktail, dat kan zeker niet ontbreken op oudejaarsavond! Maar eigenlijk bij elke feestelijke gelegenheid is deze cocktail natuurlijk geschikt. Je maakt hem met champagne, Angostura bitters, een suikerklontje en sinaasappel.;https://cocktailrecepten.com/recept/champagne-cocktail;['150 ml Champagne', '1 schijfje Sinaasappel', '1 stuk Suikerklontje', '1 druppel Angostura bitters'];['Pak een champagneflûte en zet deze alvast klaar.', 'Rasp het suikerklontje over de schil van de sinaasappel.', 'Doe vervolgens de druppel Angostura bitter op het suikerklontje en leg hem in de flûte.', 'Schenk hier overheen de champagne en garneer met een schijfje sinaasappel.'];['Champagneglas']
Cherry Daiquiri;De Cherry Daiquiri is een lekker koele cocktail die we maken in een blender. We hebben verse kersen gebruikt en deze eerst ontpit en vervolgens ingevroren. Als je dat doet, heb je daarna een lekker koud en wat dikkere cocktail! Hierdoor smaakt ie extra lekker en kan je er nog langer van genieten!;https://cocktailrecepten.com/recept/cherry-daiquiri;['30 ml Limoensap', '15 ml Suikersiroop', '70 ml Witte rum', '125 gr Kersen'];['Pak een blender, of staafmixer met mengkom, en doe hier het bevroren fruit in.', 'Voeg ook de witte rum, de suikersiroop en het limoensap toe.', 'Mix tot het een geheel is geworden.', 'Pak een martini glas en schenk je cocktail erin.'];['Martini glas', 'Barmaatje', 'Staafmixer', 'Blender', 'Mengkom']
Cherry On Top;De Cherry On Top is een lichtsterke cocktail die we direct in het glas maken.;https://cocktailrecepten.com/recept/cherry-on-top;['20 ml Aardbeien likeur', '120 ml Sprite', '1 stuk Kersen', '50 ml Kersen likeur', '20 ml Puschkin Whipped Cream'];['Pak een longdrinkglas en voeg de kersen likeur, aardbeienlikeur en Pushkin wipped cream toe.', 'Roer even door elkaar en voeg ijsblokjes toe.', 'Vul aan met de Sprite en garneer met een kers.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Cherrycoke Shot;De Cherrycoke Shot is een heerlijk shotje wat precies zo smaakt als de cherry variant van cola. Door zijn lekkere en niet al te sterke smaak tik je hem zo weg, dus pas maar op!;https://cocktailrecepten.com/recept/cherrycoke-shot;['20 ml Cola', '20 ml Rocketshot Sour'];['Pak een shotglaasje.', 'Schenk eerst de Rocketshot in en daarna de cola. Cheers!'];['Shotglas', 'Barmaatje']
Chicks Like Me;Deze cocktail is simpelweg gewoon een heerlijke mix van Malibu, Passoa en appelsap. Door de toevoeging van de grenadine krijgt ie een mooie rode kleur. Maak deze cocktail als je geen zin hebt om veel moeite te doen voor een lekker drankje! Je moet wel van zoet houden!;https://cocktailrecepten.com/recept/chicks-like-me;['100 ml Appelsap', '1 scheutje Grenadine', '30 ml Malibu', '25 ml Passoa'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Malibu, Passoa en het appelsap toe. Shake!', 'Pak een longdrinkglas en doe hier ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas. Schenk als laatste het scheutje grenadine erbij en garneer eventueel met een schijfje appel.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer']
Chocolate Espresso Martini;Een avondje op de bank met een kaarsje aan? Daar past deze Chocolate Espresso Martini perfect bij! Gevaarlijk lekker en ideaal om te combineren met een stukje pure chocolade ernaast. Maak hem met vodka, chocolade likeur, Baileys en espresso.;https://cocktailrecepten.com/recept/chocolate-espresso-martini;['50 ml Baileys', '50 ml Espresso', '25 ml Vodka', '15 ml Chocolade likeur'];['Pak een cocktailshaker en doe hier lekker veel ijs in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een coupeglas of tumbler en schenk je cocktail door een strainer erin.', 'Eet er een lekker stukje pure chocolade bij. En wil je hem helemaal afmaken? Doe dan een lekkere toef slagroom erop!'];['Tumbler glas', 'Coupe glas', 'Shaker', 'Barmaatje', 'Strainer']
Chocolate Mocha Martini;De Chocolate Mocha Martini maken we met een variant van Baileys, de chocolat luxe. Deze variant is een combinatie van de originele smaak van Baileys, vanille en Belgische chocolade. We voegen er voor deze cocktail nog vodka en espresso aan toe en serveren hem, nadat we hem goed geshaket hebben, in een martiniglas.;https://cocktailrecepten.com/recept/chocolate-mocha-martini;['50 ml Baileys chocolate luxe', '25 ml Espresso', '25 ml Vodka'];['Pak een cocktailshaker en vul deze met wat ijsblokjes.', 'Voeg de Baileys, vodka en espresso toe en shake tot alle ingrediënten goed gemixt zijn!', 'Schenk de cocktail door een cocktail strainer in een martiniglas.', 'Garneer met een paar koffiebonen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Chocolatini;De Chocolatini is een heerlijke crème cocktail met subtiele chocolade smaak. Het smaakt net als een toetje! Hij is daarom ook erg geschikt om als nagerecht te serveren.;https://cocktailrecepten.com/recept/chocolatini;['75 ml Baileys Irish cream', '1 el Chocolade saus', '25 ml Vodka'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Baileys, vodka, chocoladesaus en eventueel wat chocolade schaafsel toe. Shake goed!', 'Schenk de cocktail door een cocktail strainer in een martiniglas.', 'Garneer met een stukje chocolade.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
